CTVs Signed	Canvassed	Dials	Minutes on dialer	VBM (Yes)	VBM (Yes-Offline)	Plan to Vote (Early (In-Person))	Plan to Vote (Election Day)	Plan to Vote (Vote By Mail)	Week Number	datecanvassed	statecode	week_range
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-27	AZ	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-28	AZ	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-29	AZ	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-30	AZ	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-10-01	AZ	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-10-02	AZ	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-06	AZ	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-07	AZ	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-08	AZ	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-09	AZ	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-15	AZ	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-16	AZ	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-19	AZ	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-22	AZ	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-23	AZ	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-29	AZ	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-30	AZ	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-15	CO	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-16	CO	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-17	CO	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-18	CO	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-19	CO	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-20	CO	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-21	CO	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-22	CO	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-23	CO	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-25	CO	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-26	CO	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-27	CO	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-28	CO	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-08-31	CO	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-01	CO	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-03	CO	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-04	CO	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-05	CO	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-06	CO	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-07	CO	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-08	CO	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-09	CO	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-10	CO	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-11	CO	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-15	CO	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-16	CO	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-17	CO	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-18	CO	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-19	CO	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-20	CO	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-21	CO	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-22	CO	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-23	CO	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-24	CO	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-25	CO	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-26	CO	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-27	CO	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-28	CO	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-29	CO	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-30	CO	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-10-01	CO	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-10-02	CO	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-03	CO	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-04	CO	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-05	CO	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-08	CO	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-09	CO	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-15	CO	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-16	CO	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-22	CO	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-23	CO	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-29	CO	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-30	CO	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-15	MN	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-16	MN	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-17	MN	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-18	MN	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-19	MN	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-20	MN	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-21	MN	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-22	MN	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-23	MN	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-24	MN	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-25	MN	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-26	MN	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-27	MN	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-28	MN	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-08-29	MN	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-08-30	MN	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-08-31	MN	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-01	MN	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-02	MN	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-03	MN	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-04	MN	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-05	MN	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-06	MN	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-07	MN	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-08	MN	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-09	MN	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-10	MN	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-11	MN	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-12	MN	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-13	MN	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-14	MN	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-15	MN	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-16	MN	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-17	MN	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-18	MN	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-24	MN	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-25	MN	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-10-01	MN	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-10-02	MN	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-03	MN	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-04	MN	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-05	MN	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-06	MN	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-07	MN	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-08	MN	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-09	MN	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-10	MN	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-11	MN	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-12	MN	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-13	MN	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-14	MN	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-15	MN	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-16	MN	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-17	MN	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-18	MN	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-19	MN	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-20	MN	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-21	MN	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-22	MN	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-23	MN	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-24	MN	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-25	MN	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-26	MN	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-27	MN	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-28	MN	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-29	MN	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-30	MN	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-31	MN	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-11-01	MN	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-11-02	MN	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-11-03	MN	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-15	MT	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-16	MT	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-17	MT	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-18	MT	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-19	MT	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-20	MT	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-21	MT	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-22	MT	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-23	MT	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-24	MT	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-25	MT	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-27	MT	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-28	MT	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-08-29	MT	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-08-30	MT	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-08-31	MT	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-01	MT	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-02	MT	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-03	MT	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-04	MT	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-05	MT	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-06	MT	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-07	MT	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-08	MT	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-09	MT	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-10	MT	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-11	MT	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-12	MT	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-13	MT	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-14	MT	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-15	MT	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-16	MT	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-17	MT	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	2020-09-18	MT	09/12 - 09/18
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-19	MT	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-20	MT	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-21	MT	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-22	MT	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-23	MT	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-24	MT	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2020-09-25	MT	09/19 - 09/25
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-26	MT	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-27	MT	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-28	MT	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-29	MT	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-09-30	MT	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-10-01	MT	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2020-10-02	MT	09/26 - 10/02
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-03	MT	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-04	MT	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-05	MT	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-06	MT	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-07	MT	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-08	MT	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2020-10-09	MT	10/03 - 10/09
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-15	MT	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2020-10-16	MT	10/10 - 10/16
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-22	MT	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2020-10-23	MT	10/17 - 10/23
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-26	MT	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-27	MT	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-28	MT	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-29	MT	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-30	MT	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-10-31	MT	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-11-01	MT	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2020-11-02	MT	10/24 - 11/03
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-15	AL	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-16	AL	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-17	AL	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-18	AL	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-19	AL	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-20	AL	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2020-08-21	AL	08/15 - 08/21
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-22	AL	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-23	AL	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-24	AL	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-25	AL	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-27	AL	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	2020-08-28	AL	08/22 - 08/28
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-08-29	AL	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-08-30	AL	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-02	AL	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-03	AL	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	2020-09-04	AL	08/29 - 09/04
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-05	AL	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-06	AL	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-07	AL	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-08	AL	09/05 - 09/11
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2020-09-10	AL	09/05 - 09/11
