"state","age","sex","race",counts
"NC","Unk","M","Black",4247
"NC","Unk","M","Asian",242
"NC","Unk","M","White",2598
"NC","Unk","M","Latino",1248
"NC","Unk","M","Na-Am",125
"NC","Unk","M","Unk",540
"NC","Unk","U","Black",587
"NC","Unk","U","Asian",15
"NC","Unk","U","White",187
"NC","Unk","U","Latino",49
"NC","Unk","U","Na-Am",13
"NC","Unk","U","Unk",48
"NE","18-24","F","Black",264
"NE","18-24","F","Asian",55
"NE","18-24","F","White",6811
"NE","18-24","F","Latino",1050
"NE","18-24","F","Na-Am",16
"NE","18-24","F","Unk",613
"NE","18-24","M","Black",253
"NE","18-24","M","Asian",43
"NE","18-24","M","White",5256
"NE","18-24","M","Latino",780
"NE","18-24","M","Na-Am",10
"NE","18-24","M","Unk",452
"NE","18-24","U","Black",588
"NE","18-24","U","Asian",39
"NE","18-24","U","White",2936
"NE","18-24","U","Latino",288
"NE","18-24","U","Na-Am",14
"NE","18-24","U","Unk",256
"NE","25-34","F","Black",1314
"NE","25-34","F","Asian",78
"NE","25-34","F","White",17096
"NE","25-34","F","Latino",1360
"NE","25-34","F","Na-Am",98
"NE","25-34","F","Unk",1280
"NE","25-34","M","Black",814
"NE","25-34","M","Asian",64
"NE","25-34","M","White",12908
"NE","25-34","M","Latino",928
"NE","25-34","M","Na-Am",56
"NE","25-34","M","Unk",795
"NE","25-34","U","Black",237
"NE","25-34","U","Asian",35
"NE","25-34","U","White",922
"NE","25-34","U","Latino",80
"NE","25-34","U","Na-Am",12
"NE","25-34","U","Unk",169
"NE","35-49","F","Black",1906
"NE","35-49","F","Asian",101
"NE","35-49","F","White",27538
"NE","35-49","F","Latino",1698
"NE","35-49","F","Na-Am",129
"NE","35-49","F","Unk",1531
"NE","35-49","M","Black",1155
"NE","35-49","M","Asian",91
"NE","35-49","M","White",19191
"NE","35-49","M","Latino",1088
"NE","35-49","M","Na-Am",72
"NE","35-49","M","Unk",1001
"NE","35-49","U","Black",148
"NE","35-49","U","Asian",38
"NE","35-49","U","White",635
"NE","35-49","U","Latino",72
"NE","35-49","U","Na-Am",6
"NE","35-49","U","Unk",142
"NE","50-64","F","Black",1983
"NE","50-64","F","Asian",71
"NE","50-64","F","White",31866
"NE","50-64","F","Latino",1303
"NE","50-64","F","Na-Am",142
"NE","50-64","F","Unk",1096
"NE","50-64","M","Black",1286
"NE","50-64","M","Asian",61
"NE","50-64","M","White",21699
"NE","50-64","M","Latino",1385
"NE","50-64","M","Na-Am",68
"NE","50-64","M","Unk",850
"NE","50-64","U","Black",66
"NE","50-64","U","Asian",18
"NE","50-64","U","White",302
"NE","50-64","U","Latino",40
"NE","50-64","U","Na-Am",1
"NE","50-64","U","Unk",67
"NE","65+","F","Black",1638
"NE","65+","F","Asian",63
"NE","65+","F","White",38613
"NE","65+","F","Latino",736
"NE","65+","F","Na-Am",84
"NE","65+","F","Unk",742
"NE","65+","M","Black",923
"NE","65+","M","Asian",69
"NE","65+","M","White",25174
"NE","65+","M","Latino",722
"NE","65+","M","Na-Am",39
"NE","65+","M","Unk",579
"NE","65+","U","Black",15
"NE","65+","U","Asian",11
"NE","65+","U","White",135
"NE","65+","U","Latino",25
"NE","65+","U","Unk",20
"NE","Unk","F","Black",10
"NE","Unk","F","Asian",5
"NE","Unk","F","White",553
"NE","Unk","F","Latino",66
"NE","Unk","F","Na-Am",1
"NE","Unk","F","Unk",35
"NE","Unk","M","Black",10
"NE","Unk","M","White",320
"NE","Unk","M","Latino",55
"NE","Unk","M","Unk",36
"NE","Unk","U","Black",37
"NE","Unk","U","Asian",5
"NE","Unk","U","White",307
"NE","Unk","U","Latino",27
"NE","Unk","U","Unk",24
"WI","18-24","F","Black",1204
"WI","18-24","F","Asian",157
"WI","18-24","F","White",11071
"WI","18-24","F","Latino",1030
"WI","18-24","F","Na-Am",40
"WI","18-24","F","Unk",828
"WI","18-24","M","Black",867
"WI","18-24","M","Asian",107
"WI","18-24","M","White",6468
"WI","18-24","M","Latino",645
"WI","18-24","M","Na-Am",28
"WI","18-24","M","Unk",466
"WI","18-24","U","Black",1901
"WI","18-24","U","Asian",245
"WI","18-24","U","White",3143
"WI","18-24","U","Latino",321
"WI","18-24","U","Na-Am",19
"WI","18-24","U","Unk",486
"WI","25-34","F","Black",7517
"WI","25-34","F","Asian",797
"WI","25-34","F","White",64275
"WI","25-34","F","Latino",2681
"WI","25-34","F","Na-Am",258
"WI","25-34","F","Unk",3652
"WI","25-34","M","Black",4343
"WI","25-34","M","Asian",570
"WI","25-34","M","White",38649
"WI","25-34","M","Latino",1469
"WI","25-34","M","Na-Am",117
"WI","25-34","M","Unk",1953
"WI","25-34","U","Black",2480
"WI","25-34","U","Asian",623
"WI","25-34","U","White",4462
"WI","25-34","U","Latino",282
"WI","25-34","U","Na-Am",24
"WI","25-34","U","Unk",1046
"WI","35-49","F","Black",15637
"WI","35-49","F","Asian",1334
"WI","35-49","F","White",103997
"WI","35-49","F","Latino",5036
"WI","35-49","F","Na-Am",496
"WI","35-49","F","Unk",7034
"WI","35-49","M","Black",9570
"WI","35-49","M","Asian",1009
"WI","35-49","M","White",62750
"WI","35-49","M","Latino",3320
"WI","35-49","M","Na-Am",309
"WI","35-49","M","Unk",4081
"WI","35-49","U","Black",2853
"WI","35-49","U","Asian",704
"WI","35-49","U","White",4963
"WI","35-49","U","Latino",533
"WI","35-49","U","Na-Am",29
"WI","35-49","U","Unk",1268
"WI","50-64","F","Black",15754
"WI","50-64","F","Asian",1229
"WI","50-64","F","White",121722
"WI","50-64","F","Latino",4192
"WI","50-64","F","Na-Am",634
"WI","50-64","F","Unk",5235
"WI","50-64","M","Black",11718
"WI","50-64","M","Asian",1096
"WI","50-64","M","White",72090
"WI","50-64","M","Latino",3546
"WI","50-64","M","Na-Am",384
"WI","50-64","M","Unk",3387
"WI","50-64","U","Black",1407
"WI","50-64","U","Asian",600
"WI","50-64","U","White",3354
"WI","50-64","U","Latino",332
"WI","50-64","U","Na-Am",25
"WI","50-64","U","Unk",785
"WI","65+","F","Black",11664
"WI","65+","F","Asian",616
"WI","65+","F","White",121401
"WI","65+","F","Latino",2033
"WI","65+","F","Na-Am",487
"WI","65+","F","Unk",3214
"WI","65+","M","Black",8167
"WI","65+","M","Asian",565
"WI","65+","M","White",73080
"WI","65+","M","Latino",1797
"WI","65+","M","Na-Am",304
"WI","65+","M","Unk",2085
"WI","65+","U","Black",821
"WI","65+","U","Asian",216
"WI","65+","U","White",1535
"WI","65+","U","Latino",136
"WI","65+","U","Na-Am",20
"WI","65+","U","Unk",309
"WI","Unk","F","Black",4595
"WI","Unk","F","Asian",632
"WI","Unk","F","White",57922
"WI","Unk","F","Latino",3360
"WI","Unk","F","Na-Am",310
"WI","Unk","F","Unk",4945
"WI","Unk","M","Black",4217
"WI","Unk","M","Asian",462
"WI","Unk","M","White",40623
"WI","Unk","M","Latino",2619
"WI","Unk","M","Na-Am",225
"WI","Unk","M","Unk",3522
"WI","Unk","U","Black",4442
"WI","Unk","U","Asian",956
"WI","Unk","U","White",13850
"WI","Unk","U","Latino",1112
"WI","Unk","U","Na-Am",114
"WI","Unk","U","Unk",2836
