State	CountyName	counts
NE	Harlan	274
NE	Hayes	31
NE	Hitchcock	145
NE	Holt	547
NE	Hooker	47
NE	Howard	652
NE	Jefferson	917
NE	Jewell	1
NE	Johnson	542
NE	Kearney	613
NE	Keith	432
NE	Keya Paha	42
NE	Kimball	210
NE	Knox	885
NE	Lancaster	53426
NE	Lincoln	2737
NE	Logan	28
NE	Loup	49
NE	Madison	2575
NE	McPherson	19
NE	Merrick	556
NE	Morrill	297
NE	Nance	107
NE	Nemaha	762
NE	Nuckolls	406
NE	Otoe	1985
NE	Pawnee	317
NE	Perkins	185
NE	Phelps	625
NE	Pierce	423
NE	Platte	2509
NE	Polk	406
NE	Red Willow	727
NE	Richardson	874
NE	Rock	65
NE	Saline	2026
NE	Sarpy	22076
NE	Saunders	2565
NE	Scotts Bluff	3852
NE	Seward	1980
NE	Sheridan	195
NE	Sherman	457
NE	Sioux	60
NE	Stanton	410
NE	Thayer	545
NE	Thomas	39
NE	Thurston	1600
NE	Valley	383
NE	Washington	2139
NE	Wayne	670
NE	Webster	333
NE	Wheeler	50
NE	York	1137
NH	Belknap	5740
NH	Carroll	7292
NH	Cheshire	17385
NH	Coos	5612
NH	Grafton	18070
NH	Hillsborough	66215
NH	Merrimack	29680
NH	Oxford	6
NH	Rockingham	53200
NH	Strafford	24539
NH	Sullivan	7525
PA	Adams	13969
PA	Allegheny	375269
PA	Armstrong	3224
PA	Beaver	22230
PA	Bedford	958
PA	Berks	94623
PA	Blair	14915
PA	Bradford	6769
PA	Bucks	157280
PA	Butler	28810
PA	Cambria	12571
PA	Cameron	148
PA	Carbon	11398
PA	Centre	32936
PA	Chester	119360
PA	Clarion	4944
PA	Clearfield	3361
PA	Clinton	5173
PA	Columbia	9107
PA	Crawford	11642
PA	Cumberland	42448
PA	Dauphin	59208
PA	Delaware	138261
PA	Elk	1219
PA	Erie	70392
PA	Fayette	18644
PA	Forest	702
PA	Franklin	16874
PA	Fulton	242
PA	Greene	4381
PA	Huntingdon	5222
PA	Indiana	12263
PA	Jefferson	956
PA	Juniata	476
PA	Lackawanna	62489
PA	Lancaster	83435
PA	Lawrence	8655
PA	Lebanon	20108
PA	Lehigh	87136
PA	Lucas	1
PA	Luzerne	74361
PA	Lycoming	14922
PA	McKean	4511
PA	Mercer	22091
PA	Mifflin	4354
PA	Monroe	38248
PA	Montgomery	240558
PA	Montour	3137
PA	Northampton	69449
PA	Northumberland	13000
PA	Perry	4792
PA	Philadelphia	652652
PA	Pike	9210
PA	Potter	1556
PA	Schuylkill	21102
PA	Snyder	3753
PA	Somerset	3846
PA	Sullivan	842
PA	Susquehanna	5194
PA	Tioga	4053
PA	Union	5339
PA	Venango	6819
PA	Warren	5716
PA	Washington	24301
PA	Wayne	6488
PA	Westmoreland	31288
PA	Wyoming	3442
PA	York	68375
WI	Adams	2434
WI	Ashland	4218
WI	Barron	3311
WI	Bayfield	5036
WI	Brown	25903
WI	Buffalo	1047
WI	Burnett	1461
WI	Calumet	1872
WI	Chippewa	4945
WI	Clark	1054
WI	Columbia	8857
WI	Crawford	2305
WI	Dane	231736
WI	Dodge	5250
WI	Door	4325
WI	Douglas	11811
WI	Dunn	6112
WI	Eau Claire	27923
WI	Florence	168
WI	Fond du Lac	5181
WI	Forest	633
WI	Grant	6146
WI	Green	7873
WI	Green Lake	504
WI	Iowa	4843
WI	Iron	559
WI	Jackson	3269
WI	Jefferson	5850
WI	Juneau	2334
WI	Kenosha	32192
WI	Kewaunee	969
WI	La Crosse	28258
WI	Lafayette	2095
WI	Langlade	837
WI	Lincoln	2030
WI	Manitowoc	6233
WI	Marathon	13819
WI	Marinette	2150
WI	Marquette	1417
WI	Menominee	1385
WI	Milwaukee	312356
WI	Monroe	3804
WI	Oconto	1721
WI	Oneida	2877
WI	Outagamie	15238
WI	Ozaukee	4188
WI	Pepin	544
WI	Pierce	6342
WI	Polk	2902
WI	Portage	14619
WI	Price	1172
WI	Racine	27485
WI	Richland	2757
WI	Rock	39762
WI	Rusk	673
WI	Sauk	11696
WI	Sawyer	2077
WI	Shawano	2681
WI	Sheboygan	11383
WI	St. Croix	5377
WI	Taylor	404
WI	Trempealeau	3084
WI	Vernon	4810
WI	Vilas	2162
WI	Walworth	8204
WI	Washburn	1716
WI	Washington	2318
WI	Waukesha	15200
WI	Waupaca	2942
WI	Waushara	1068
WI	Winnebago	22755
WI	Wood	5583
